destination_iso_country,Day of date,psg_ranking,psg_wow_change,psg_yoy_change,destination_country,passengers_number_7days
MH,"February 3, 2020",10,-7.89%,-52.63%,Marshall Islands (the),630
KI,"February 3, 2020",8,68.01%,36.68%,Kiribati,1334
FM,"February 3, 2020",9,5.99%,-63.76%,Micronesia (Federated States of),1239
FJ,"February 3, 2020",2,-7.68%,-3.02%,Fiji,28087
WS,"February 4, 2020",4,2.04%,1.75%,Samoa,5001
VU,"February 4, 2020",3,-6.59%,-4.13%,Vanuatu,6546
TV,"February 4, 2020",12,0.00%,0.00%,Tuvalu,192
TO,"February 4, 2020",5,-1.27%,1.69%,Tonga,2882
SB,"February 4, 2020",7,-4.05%,-17.08%,Solomon Islands,2627
PW,"February 4, 2020",6,-9.28%,3.62%,Palau,2866
PG,"February 4, 2020",1,-14.21%,6.39%,Papua New Guinea,30375
NR,"February 4, 2020",11,53.65%,-53.91%,Nauru,590
MH,"February 4, 2020",10,-7.89%,-45.88%,Marshall Islands (the),630
KI,"February 4, 2020",8,98.51%,36.68%,Kiribati,1334
FM,"February 4, 2020",9,28.87%,-63.66%,Micronesia (Federated States of),1223
FJ,"February 4, 2020",2,-6.80%,-2.16%,Fiji,27768
WS,"February 5, 2020",4,-16.04%,-9.19%,Samoa,4267
VU,"February 5, 2020",3,-12.24%,-1.59%,Vanuatu,6310
TV,"February 5, 2020",12,0.00%,0.00%,Tuvalu,192
TO,"February 5, 2020",6,-1.83%,16.33%,Tonga,2850
SB,"February 5, 2020",7,-11.38%,-23.32%,Solomon Islands,2437
PW,"February 5, 2020",5,-6.70%,-5.32%,Palau,2882
PG,"February 5, 2020",1,-11.65%,10.65%,Papua New Guinea,31476
NR,"February 5, 2020",11,53.65%,-58.16%,Nauru,590
MH,"February 5, 2020",10,8.57%,-33.98%,Marshall Islands (the),684
KI,"February 5, 2020",8,70.23%,16.35%,Kiribati,1338
FM,"February 5, 2020",9,28.87%,-64.79%,Micronesia (Federated States of),1223
FJ,"February 5, 2020",2,-7.17%,-0.38%,Fiji,27566
WS,"February 6, 2020",4,-12.94%,-9.19%,Samoa,4267
VU,"February 6, 2020",3,-21.53%,-12.01%,Vanuatu,5642
TV,"February 6, 2020",12,0.00%,0.00%,Tuvalu,192
TO,"February 6, 2020",6,-12.34%,8.78%,Tonga,2665
SB,"February 6, 2020",7,-7.41%,-22.72%,Solomon Islands,2487
PW,"February 6, 2020",5,-10.50%,-11.24%,Palau,2702
PG,"February 6, 2020",1,-5.54%,14.94%,Papua New Guinea,32446
NR,"February 6, 2020",11,38.36%,-50.23%,Nauru,642
MH,"February 6, 2020",10,8.57%,-40.21%,Marshall Islands (the),684
KI,"February 6, 2020",9,-1.87%,-8.04%,Kiribati,1052
FM,"February 6, 2020",8,36.65%,-65.32%,Micronesia (Federated States of),1223
FJ,"February 6, 2020",2,-10.53%,-3.61%,Fiji,26346
WS,"February 7, 2020",4,-22.01%,-9.80%,Samoa,4039
VU,"February 7, 2020",3,-29.30%,-16.06%,Vanuatu,5298
TV,"February 7, 2020",12,0.00%,0.00%,Tuvalu,192
TO,"February 7, 2020",6,-13.21%,9.79%,Tonga,2569
SB,"February 7, 2020",7,-3.50%,-22.03%,Solomon Islands,2509
PW,"February 7, 2020",5,-10.41%,-8.34%,Palau,2702
PG,"February 7, 2020",1,-2.81%,13.68%,Papua New Guinea,32171
NR,"February 7, 2020",11,90.48%,-44.73%,Nauru,640
MH,"February 7, 2020",10,41.67%,-19.69%,Marshall Islands (the),816
KI,"February 7, 2020",9,-12.00%,-7.69%,Kiribati,1056
FM,"February 7, 2020",8,36.65%,-67.50%,Micronesia (Federated States of),1223
FJ,"February 7, 2020",2,-11.86%,-2.02%,Fiji,26304
WS,"February 8, 2020",4,-16.77%,-14.56%,Samoa,4031
VU,"February 8, 2020",3,-20.73%,-12.52%,Vanuatu,5522
TV,"February 8, 2020",12,0.00%,0.00%,Tuvalu,192
TO,"February 8, 2020",5,-10.53%,12.76%,Tonga,2643
SB,"February 8, 2020",7,-8.73%,-23.96%,Solomon Islands,2447
PW,"February 8, 2020",6,-16.38%,-6.32%,Palau,2522
PG,"February 8, 2020",1,6.23%,15.40%,Papua New Guinea,33196
NR,"February 8, 2020",10,169.05%,-21.93%,Nauru,904
MH,"February 8, 2020",8,145.09%,8.07%,Marshall Islands (the),1098
KI,"February 8, 2020",9,-11.67%,-7.34%,Kiribati,1060
FM,"February 8, 2020",11,-24.73%,-76.30%,Micronesia (Federated States of),892
FJ,"February 8, 2020",2,-10.08%,-1.88%,Fiji,26107
WS,"February 9, 2020",4,-17.58%,-12.52%,Samoa,3863
VU,"February 9, 2020",3,-13.61%,-9.53%,Vanuatu,5774
TV,"February 9, 2020",12,0.00%,0.00%,Tuvalu,192
TO,"February 9, 2020",5,-8.71%,9.18%,Tonga,2640
SB,"February 9, 2020",7,-5.69%,-26.35%,Solomon Islands,2370
PW,"February 9, 2020",6,-16.74%,-16.13%,Palau,2516
PG,"February 9, 2020",1,10.37%,17.18%,Papua New Guinea,33950
NR,"February 9, 2020",11,130.95%,-32.99%,Nauru,776
MH,"February 9, 2020",8,157.14%,13.39%,Marshall Islands (the),1152
KI,"February 9, 2020",9,-11.67%,-7.34%,Kiribati,1060
FM,"February 9, 2020",10,-37.97%,-75.64%,Micronesia (Federated States of),838
FJ,"February 9, 2020",2,-9.30%,-0.58%,Fiji,26170
WS,"February 10, 2020",4,-36.32%,-24.10%,Samoa,3317
VU,"February 10, 2020",3,-4.74%,-2.32%,Vanuatu,6226
TV,"February 10, 2020",12,0.00%,0.00%,Tuvalu,192
TO,"February 10, 2020",5,-7.17%,9.18%,Tonga,2640
SB,"February 10, 2020",7,-14.56%,-26.39%,Solomon Islands,2248
PW,"February 10, 2020",6,-17.11%,-16.72%,Palau,2510
PG,"February 10, 2020",1,16.51%,20.53%,Papua New Guinea,34851
NR,"February 10, 2020",11,39.66%,-44.04%,Nauru,648
MH,"February 10, 2020",8,53.97%,7.30%,Marshall Islands (the),970
KI,"February 10, 2020",9,-30.13%,-18.53%,Kiribati,932
FM,"February 10, 2020",10,-32.36%,-74.82%,Micronesia (Federated States of),838
FJ,"February 10, 2020",2,-6.21%,-0.60%,Fiji,26342
WS,"February 11, 2020",4,-39.35%,-27.82%,Samoa,3033
VU,"February 11, 2020",3,-5.96%,-1.88%,Vanuatu,6156
TV,"February 11, 2020",12,0.00%,50.00%,Tuvalu,192
TO,"February 11, 2020",6,-13.60%,2.98%,Tonga,2490
SB,"February 11, 2020",7,-8.18%,-17.34%,Solomon Islands,2412
PW,"February 11, 2020",5,-11.17%,-16.63%,Palau,2546
PG,"February 11, 2020",1,13.93%,17.77%,Papua New Guinea,34605
NR,"February 11, 2020",11,-11.53%,-59.41%,Nauru,522
MH,"February 11, 2020",9,53.97%,14.12%,Marshall Islands (the),970
KI,"February 11, 2020",8,-20.99%,-7.87%,Kiribati,1054
FM,"February 11, 2020",10,-30.17%,-73.92%,Micronesia (Federated States of),854
FJ,"February 11, 2020",2,-5.56%,-0.71%,Fiji,26223
WS,"February 12, 2020",4,-19.15%,-21.38%,Samoa,3450
VU,"February 12, 2020",3,-1.33%,-2.32%,Vanuatu,6226
TV,"February 12, 2020",12,0.00%,50.00%,Tuvalu,192
TO,"February 12, 2020",6,-12.63%,2.81%,Tonga,2490
SB,"February 12, 2020",7,-1.27%,-17.43%,Solomon Islands,2406
PW,"February 12, 2020",5,-11.17%,-14.38%,Palau,2560
PG,"February 12, 2020",1,9.27%,13.44%,Papua New Guinea,34393
NR,"February 12, 2020",11,-11.53%,-59.09%,Nauru,522
MH,"February 12, 2020",8,41.81%,-0.61%,Marshall Islands (the),970
KI,"February 12, 2020",9,-30.79%,9.46%,Kiribati,926
FM,"February 12, 2020",10,-30.17%,-73.95%,Micronesia (Federated States of),854
FJ,"February 12, 2020",2,-5.84%,-3.79%,Fiji,25956
WS,"February 13, 2020",4,-18.56%,-26.78%,Samoa,3475
VU,"February 13, 2020",3,12.83%,3.28%,Vanuatu,6366
TV,"February 13, 2020",12,0.00%,50.00%,Tuvalu,192
TO,"February 13, 2020",5,-1.05%,0.42%,Tonga,2637
SB,"February 13, 2020",7,-3.50%,-16.72%,Solomon Islands,2400
PW,"February 13, 2020",6,-2.66%,-14.05%,Palau,2630
PG,"February 13, 2020",1,4.70%,10.01%,Papua New Guinea,33970
NR,"February 13, 2020",11,-18.69%,-58.90%,Nauru,522
MH,"February 13, 2020",8,61.11%,12.91%,Marshall Islands (the),1102
KI,"February 13, 2020",9,-11.98%,-4.93%,Kiribati,926
FM,"February 13, 2020",10,-25.76%,-72.30%,Micronesia (Federated States of),908
FJ,"February 13, 2020",2,2.49%,-0.62%,Fiji,27001
WS,"February 14, 2020",4,-14.66%,-22.26%,Samoa,3447
VU,"February 14, 2020",3,23.78%,10.14%,Vanuatu,6558
TV,"February 14, 2020",12,0.00%,50.00%,Tuvalu,192
TO,"February 14, 2020",5,2.65%,-8.56%,Tonga,2637
SB,"February 14, 2020",7,-3.23%,-11.84%,Solomon Islands,2428
PW,"February 14, 2020",6,-4.66%,-17.96%,Palau,2576
PG,"February 14, 2020",1,10.43%,14.98%,Papua New Guinea,35525
NR,"February 14, 2020",11,22.81%,-38.11%,Nauru,786
MH,"February 14, 2020",8,25.49%,-7.08%,Marshall Islands (the),1024
KI,"February 14, 2020",10,-24.81%,-18.31%,Kiribati,794
FM,"February 14, 2020",9,-25.76%,-69.01%,Micronesia (Federated States of),908
FJ,"February 14, 2020",2,1.11%,-2.40%,Fiji,26595
WS,"February 15, 2020",4,-14.49%,-30.22%,Samoa,3447
VU,"February 15, 2020",3,24.48%,15.96%,Vanuatu,6874
TV,"February 15, 2020",12,0.00%,50.00%,Tuvalu,192
TO,"February 15, 2020",6,-9.84%,-20.09%,Tonga,2383
SB,"February 15, 2020",7,-11.24%,-17.04%,Solomon Islands,2172
PW,"February 15, 2020",5,2.14%,-23.65%,Palau,2576
PG,"February 15, 2020",1,6.68%,13.79%,Papua New Guinea,35412
NR,"February 15, 2020",11,-27.65%,-53.22%,Nauru,654
MH,"February 15, 2020",8,-20.40%,-16.60%,Marshall Islands (the),874
KI,"February 15, 2020",10,-25.09%,-18.31%,Kiribati,794
FM,"February 15, 2020",9,-4.26%,-69.74%,Micronesia (Federated States of),854
FJ,"February 15, 2020",2,1.24%,-2.80%,Fiji,26431
WS,"February 16, 2020",4,-10.12%,-21.84%,Samoa,3472
VU,"February 16, 2020",3,18.60%,24.33%,Vanuatu,6848
TV,"February 16, 2020",12,0.00%,50.00%,Tuvalu,192
TO,"February 16, 2020",6,-12.16%,-19.92%,Tonga,2319
SB,"February 16, 2020",7,-5.23%,-14.21%,Solomon Islands,2246
PW,"February 16, 2020",5,5.41%,-19.15%,Palau,2652
PG,"February 16, 2020",1,3.54%,13.89%,Papua New Guinea,35151
NR,"February 16, 2020",11,-15.72%,-53.22%,Nauru,654
MH,"February 16, 2020",9,-28.82%,-21.61%,Marshall Islands (the),820
KI,"February 16, 2020",10,-25.09%,-27.69%,Kiribati,794
FM,"February 16, 2020",8,8.35%,-70.10%,Micronesia (Federated States of),908
FJ,"February 16, 2020",2,0.95%,-2.59%,Fiji,26419
WS,"February 17, 2020",4,4.67%,-22.17%,Samoa,3472
VU,"February 17, 2020",3,3.44%,21.56%,Vanuatu,6440
TV,"February 17, 2020",12,-33.33%,0.00%,Tuvalu,128
TO,"February 17, 2020",6,-12.16%,-21.76%,Tonga,2319
SB,"February 17, 2020",7,-0.09%,-14.21%,Solomon Islands,2246
PW,"February 17, 2020",5,7.09%,-17.29%,Palau,2688
PG,"February 17, 2020",1,1.36%,14.54%,Papua New Guinea,35324
NR,"February 17, 2020",11,0.93%,-53.22%,Nauru,654
MH,"February 17, 2020",9,-9.90%,-30.96%,Marshall Islands (the),874
KI,"February 17, 2020",10,-15.45%,-28.23%,Kiribati,788
FM,"February 17, 2020",8,8.35%,-71.30%,Micronesia (Federated States of),908
FJ,"February 17, 2020",2,-2.13%,-4.33%,Fiji,25781
WS,"February 18, 2020",4,14.47%,-27.55%,Samoa,3472
VU,"February 18, 2020",3,5.30%,30.00%,Vanuatu,6482
TV,"February 18, 2020",12,-33.33%,-33.33%,Tuvalu,128
TO,"February 18, 2020",6,-6.63%,-25.00%,Tonga,2325
SB,"February 18, 2020",7,-13.68%,-23.17%,Solomon Islands,2082
PW,"February 18, 2020",5,11.59%,-14.89%,Palau,2841
PG,"February 18, 2020",1,2.44%,14.28%,Papua New Guinea,35450
NR,"February 18, 2020",10,49.81%,-38.43%,Nauru,782
MH,"February 18, 2020",8,-9.90%,-41.34%,Marshall Islands (the),874
KI,"February 18, 2020",11,-36.81%,-39.34%,Kiribati,666
FM,"February 18, 2020",9,1.64%,-75.55%,Micronesia (Federated States of),868
FJ,"February 18, 2020",2,-2.64%,-5.05%,Fiji,25531
WS,"February 19, 2020",4,0.64%,-20.20%,Samoa,3472
VU,"February 19, 2020",3,6.78%,27.45%,Vanuatu,6648
TV,"February 19, 2020",12,-66.67%,-66.67%,Tuvalu,64
TO,"February 19, 2020",6,-6.63%,-27.30%,Tonga,2325
SB,"February 19, 2020",7,-18.70%,-20.03%,Solomon Islands,1956
PW,"February 19, 2020",5,9.57%,-13.53%,Palau,2805
PG,"February 19, 2020",1,2.50%,16.10%,Papua New Guinea,35254
NR,"February 19, 2020",10,49.81%,-23.03%,Nauru,782
MH,"February 19, 2020",9,-15.46%,-39.88%,Marshall Islands (the),820
KI,"February 19, 2020",11,-41.68%,-55.74%,Kiribati,540
FM,"February 19, 2020",8,1.64%,-72.53%,Micronesia (Federated States of),868
FJ,"February 19, 2020",2,-0.66%,-3.25%,Fiji,25784
WS,"February 20, 2020",4,5.90%,-16.87%,Samoa,3680
VU,"February 20, 2020",3,5.09%,23.30%,Vanuatu,6690
TV,"February 20, 2020",12,-66.67%,-66.67%,Tuvalu,64
TO,"February 20, 2020",6,-23.66%,-34.26%,Tonga,2013
SB,"February 20, 2020",7,-29.00%,-30.34%,Solomon Islands,1704
PW,"February 20, 2020",5,3.99%,-20.91%,Palau,2735
PG,"February 20, 2020",1,3.59%,17.98%,Papua New Guinea,35188
NR,"February 20, 2020",8,75.10%,2.70%,Nauru,914
MH,"February 20, 2020",10,-25.59%,-40.06%,Marshall Islands (the),820
KI,"February 20, 2020",11,-41.68%,-50.82%,Kiribati,540
FM,"February 20, 2020",9,-4.41%,-72.05%,Micronesia (Federated States of),868
FJ,"February 20, 2020",2,-9.23%,-7.66%,Fiji,24508
WS,"February 21, 2020",5,-15.35%,-34.37%,Samoa,2918
VU,"February 21, 2020",3,-0.12%,17.68%,Vanuatu,6550
TV,"February 21, 2020",12,-66.67%,-66.67%,Tuvalu,64
TO,"February 21, 2020",6,-11.83%,-22.91%,Tonga,2325
SB,"February 21, 2020",7,-31.05%,-37.42%,Solomon Islands,1674
PW,"February 21, 2020",4,16.23%,-9.49%,Palau,2994
PG,"February 21, 2020",1,-4.57%,17.35%,Papua New Guinea,33902
NR,"February 21, 2020",10,0.25%,-22.59%,Nauru,788
MH,"February 21, 2020",9,-19.92%,-40.06%,Marshall Islands (the),820
KI,"February 21, 2020",11,-31.99%,-50.82%,Kiribati,540
FM,"February 21, 2020",8,-4.41%,-72.57%,Micronesia (Federated States of),868
FJ,"February 21, 2020",2,-9.99%,-8.91%,Fiji,23939
WS,"February 22, 2020",4,-6.30%,-24.30%,Samoa,3230
VU,"February 22, 2020",3,-4.71%,19.44%,Vanuatu,6550
TV,"February 22, 2020",12,-33.33%,-33.33%,Tuvalu,128
TO,"February 22, 2020",6,-2.43%,-23.77%,Tonga,2325
SB,"February 22, 2020",7,-7.78%,-25.12%,Solomon Islands,2003
PW,"February 22, 2020",5,16.23%,-4.28%,Palau,2994
PG,"February 22, 2020",1,-3.23%,18.98%,Papua New Guinea,34268
NR,"February 22, 2020",10,0.31%,-26.29%,Nauru,656
MH,"February 22, 2020",9,-21.28%,-45.22%,Marshall Islands (the),688
KI,"February 22, 2020",11,-31.99%,-50.82%,Kiribati,540
FM,"February 22, 2020",8,14.05%,-69.22%,Micronesia (Federated States of),974
FJ,"February 22, 2020",2,-11.73%,-10.20%,Fiji,23331
WS,"February 23, 2020",4,2.45%,-17.57%,Samoa,3557
VU,"February 23, 2020",3,-4.35%,10.94%,Vanuatu,6550
TV,"February 23, 2020",12,-33.33%,-33.33%,Tuvalu,128
TO,"February 23, 2020",6,0.26%,-25.05%,Tonga,2325
SB,"February 23, 2020",7,-9.62%,-26.87%,Solomon Islands,2030
PW,"February 23, 2020",5,10.86%,-4.05%,Palau,2940
PG,"February 23, 2020",1,-4.72%,17.15%,Papua New Guinea,33493
NR,"February 23, 2020",10,0.31%,-26.29%,Nauru,656
MH,"February 23, 2020",9,-16.10%,-49.71%,Marshall Islands (the),688
KI,"February 23, 2020",11,-31.99%,-44.44%,Kiribati,540
FM,"February 23, 2020",8,7.27%,-58.29%,Micronesia (Federated States of),974
FJ,"February 23, 2020",2,-15.85%,-15.45%,Fiji,22231
WS,"February 24, 2020",4,-2.22%,-21.32%,Samoa,3395
VU,"February 24, 2020",3,-1.06%,4.22%,Vanuatu,6372
TV,"February 24, 2020",12,50.00%,0.00%,Tuvalu,192
TO,"February 24, 2020",6,0.26%,-25.05%,Tonga,2325
SB,"February 24, 2020",7,-11.93%,-26.06%,Solomon Islands,1978
PW,"February 24, 2020",5,8.04%,-12.21%,Palau,2904
PG,"February 24, 2020",1,-7.83%,13.32%,Papua New Guinea,32557
NR,"February 24, 2020",9,19.57%,-12.13%,Nauru,782
MH,"February 24, 2020",10,-21.28%,-33.59%,Marshall Islands (the),688
KI,"February 24, 2020",11,-52.28%,-61.32%,Kiribati,376
FM,"February 24, 2020",8,7.27%,-49.53%,Micronesia (Federated States of),974
FJ,"February 24, 2020",2,-13.33%,-13.92%,Fiji,22344
WS,"February 25, 2020",4,2.45%,-11.47%,Samoa,3557
VU,"February 25, 2020",3,-2.68%,-5.37%,Vanuatu,6308
TV,"February 25, 2020",12,50.00%,0.00%,Tuvalu,192
TO,"February 25, 2020",6,4.99%,-22.16%,Tonga,2441
SB,"February 25, 2020",7,-7.49%,-28.96%,Solomon Islands,1926
PW,"February 25, 2020",5,3.48%,-8.07%,Palau,2940
PG,"February 25, 2020",1,-9.08%,13.81%,Papua New Guinea,32230
NR,"February 25, 2020",9,0.51%,-11.69%,Nauru,786
MH,"February 25, 2020",10,-21.28%,-15.27%,Marshall Islands (the),688
KI,"February 25, 2020",11,-25.23%,-48.77%,Kiribati,498
FM,"February 25, 2020",8,14.29%,-30.73%,Micronesia (Federated States of),992
FJ,"February 25, 2020",2,-10.20%,-10.81%,Fiji,22928
WS,"February 26, 2020",4,2.68%,-17.67%,Samoa,3565
VU,"February 26, 2020",3,-7.85%,-5.84%,Vanuatu,6126
TV,"February 26, 2020",12,300.00%,33.33%,Tuvalu,256
TO,"February 26, 2020",6,4.99%,-21.31%,Tonga,2441
SB,"February 26, 2020",7,3.58%,-28.84%,Solomon Islands,2026
PW,"February 26, 2020",5,6.10%,-4.06%,Palau,2976
PG,"February 26, 2020",1,-7.93%,14.14%,Papua New Guinea,32458
NR,"February 26, 2020",9,16.62%,-10.41%,Nauru,912
MH,"February 26, 2020",10,-9.51%,-19.70%,Marshall Islands (the),742
KI,"February 26, 2020",11,-30.37%,-65.76%,Kiribati,376
FM,"February 26, 2020",8,14.29%,-43.89%,Micronesia (Federated States of),992
FJ,"February 26, 2020",2,-14.72%,-16.20%,Fiji,21989
WS,"February 27, 2020",4,-9.46%,-17.07%,Samoa,3332
VU,"February 27, 2020",3,-8.43%,-7.82%,Vanuatu,6126
TV,"February 27, 2020",12,300.00%,33.33%,Tuvalu,256
TO,"February 27, 2020",6,36.76%,-4.81%,Tonga,2753
SB,"February 27, 2020",7,23.18%,-26.22%,Solomon Islands,2099
PW,"February 27, 2020",5,9.91%,4.09%,Palau,3006
PG,"February 27, 2020",1,-6.59%,19.27%,Papua New Guinea,32868
NR,"February 27, 2020",9,-14.66%,-31.82%,Nauru,780
MH,"February 27, 2020",10,-5.37%,-4.43%,Marshall Islands (the),776
KI,"February 27, 2020",11,-30.37%,-65.76%,Kiribati,376
FM,"February 27, 2020",8,14.29%,-43.89%,Micronesia (Federated States of),992
FJ,"February 27, 2020",2,-10.01%,-16.38%,Fiji,22055
WS,"February 28, 2020",4,54.15%,4.34%,Samoa,4498
VU,"February 28, 2020",3,-7.11%,-8.46%,Vanuatu,6084
TV,"February 28, 2020",12,300.00%,33.33%,Tuvalu,256
TO,"February 28, 2020",6,4.99%,-22.46%,Tonga,2441
SB,"February 28, 2020",7,28.79%,-21.37%,Solomon Islands,2156
PW,"February 28, 2020",5,0.40%,-2.02%,Palau,3006
PG,"February 28, 2020",1,-2.68%,19.83%,Papua New Guinea,32995
NR,"February 28, 2020",10,-18.27%,-36.61%,Nauru,644
MH,"February 28, 2020",9,10.24%,11.33%,Marshall Islands (the),904
KI,"February 28, 2020",11,-30.37%,-65.76%,Kiribati,376
FM,"February 28, 2020",8,14.29%,-36.33%,Micronesia (Federated States of),992
FJ,"February 28, 2020",2,-8.84%,-19.28%,Fiji,21823
WS,"February 29, 2020",4,33.93%,0.35%,Samoa,4326
VU,"February 29, 2020",3,-5.86%,-7.22%,Vanuatu,6166
TV,"February 29, 2020",12,50.00%,0.00%,Tuvalu,192
TO,"February 29, 2020",6,4.99%,-22.46%,Tonga,2441
SB,"February 29, 2020",7,2.85%,-24.87%,Solomon Islands,2060
PW,"February 29, 2020",5,0.40%,-2.02%,Palau,3006
PG,"February 29, 2020",1,-5.45%,17.68%,Papua New Guinea,32402
NR,"February 29, 2020",10,17.68%,-24.02%,Nauru,772
MH,"February 29, 2020",8,50.00%,27.09%,Marshall Islands (the),1032
KI,"February 29, 2020",11,-31.11%,-66.12%,Kiribati,372
FM,"February 29, 2020",9,3.70%,-35.17%,Micronesia (Federated States of),1010
FJ,"February 29, 2020",2,-5.19%,-18.19%,Fiji,22120
WS,"March 1, 2020",4,11.89%,-7.93%,Samoa,3980
VU,"March 1, 2020",3,-3.63%,-5.42%,Vanuatu,6312
TV,"March 1, 2020",12,50.00%,0.00%,Tuvalu,192
TO,"March 1, 2020",6,7.74%,-21.28%,Tonga,2505
SB,"March 1, 2020",7,0.10%,-23.06%,Solomon Islands,2032
PW,"March 1, 2020",5,1.50%,-1.97%,Palau,2984
PG,"March 1, 2020",1,-1.08%,20.65%,Papua New Guinea,33130
NR,"March 1, 2020",10,17.68%,-24.02%,Nauru,772
MH,"March 1, 2020",8,57.85%,11.04%,Marshall Islands (the),1086
KI,"March 1, 2020",11,-31.11%,-66.12%,Kiribati,372
FM,"March 1, 2020",9,-1.85%,-47.82%,Micronesia (Federated States of),956
FJ,"March 1, 2020",2,-2.46%,-21.29%,Fiji,21684
WS,"March 2, 2020",4,21.83%,-10.65%,Samoa,4136
VU,"March 2, 2020",3,2.17%,-2.46%,Vanuatu,6510
TV,"March 2, 2020",12,0.00%,0.00%,Tuvalu,192
TO,"March 2, 2020",6,7.74%,-22.11%,Tonga,2505
SB,"March 2, 2020",7,7.84%,-16.02%,Solomon Islands,2133
PW,"March 2, 2020",5,2.96%,3.32%,Palau,2990
PG,"March 2, 2020",1,4.44%,27.61%,Papua New Guinea,34003
NR,"March 2, 2020",10,-17.39%,-36.42%,Nauru,646
MH,"March 2, 2020",8,50.00%,19.17%,Marshall Islands (the),1032
KI,"March 2, 2020",11,-1.06%,-66.12%,Kiribati,372
FM,"March 2, 2020",9,-1.85%,-63.23%,Micronesia (Federated States of),956
FJ,"March 2, 2020",2,-2.18%,-20.39%,Fiji,21857
WS,"March 3, 2020",4,19.45%,-4.34%,Samoa,4249
VU,"March 3, 2020",3,3.20%,-2.46%,Vanuatu,6510
TV,"March 3, 2020",11,0.00%,0.00%,Tuvalu,192
TO,"March 3, 2020",7,-19.75%,-39.09%,Tonga,1959
SB,"March 3, 2020",6,3.27%,-21.69%,Solomon Islands,1989
PW,"March 3, 2020",5,0.48%,10.80%,Palau,2954
PG,"March 3, 2020",1,8.65%,33.00%,Papua New Guinea,35017
NR,"March 3, 2020",10,-34.61%,-42.25%,Nauru,514
MH,"March 3, 2020",8,50.00%,-5.32%,Marshall Islands (the),1032
KI,"March 3, 2020",12,-74.30%,-88.34%,Kiribati,128
FM,"March 3, 2020",9,-6.85%,-69.10%,Micronesia (Federated States of),924
FJ,"March 3, 2020",2,-7.13%,-23.16%,Fiji,21293
WS,"March 4, 2020",4,15.60%,-11.20%,Samoa,4121
VU,"March 4, 2020",3,13.78%,9.52%,Vanuatu,6970
TV,"March 4, 2020",12,-25.00%,0.00%,Tuvalu,192
TO,"March 4, 2020",7,-19.75%,-37.77%,Tonga,1959
SB,"March 4, 2020",6,4.29%,-12.40%,Solomon Islands,2113
PW,"March 4, 2020",5,-0.74%,13.79%,Palau,2954
PG,"March 4, 2020",1,6.16%,37.48%,Papua New Guinea,34457
NR,"March 4, 2020",10,-57.46%,-56.40%,Nauru,388
MH,"March 4, 2020",8,31.81%,-25.34%,Marshall Islands (the),978
KI,"March 4, 2020",11,-12.23%,-69.95%,Kiribati,330
FM,"March 4, 2020",9,-6.85%,-72.19%,Micronesia (Federated States of),924
FJ,"March 4, 2020",2,-4.86%,-25.54%,Fiji,20921
WS,"March 5, 2020",4,18.82%,-12.49%,Samoa,3959
VU,"March 5, 2020",3,14.92%,15.71%,Vanuatu,7040
TV,"March 5, 2020",12,-25.00%,0.00%,Tuvalu,192
TO,"March 5, 2020",6,-19.98%,-28.57%,Tonga,2203
SB,"March 5, 2020",7,1.00%,-16.54%,Solomon Islands,2120
PW,"March 5, 2020",5,-2.93%,6.26%,Palau,2918
PG,"March 5, 2020",1,4.46%,37.92%,Papua New Guinea,34335
NR,"March 5, 2020",10,-50.26%,-56.40%,Nauru,388
MH,"March 5, 2020",8,21.65%,-28.81%,Marshall Islands (the),944
KI,"March 5, 2020",11,-12.23%,-66.12%,Kiribati,330
FM,"March 5, 2020",9,-12.30%,-72.86%,Micronesia (Federated States of),870
FJ,"March 5, 2020",2,-3.53%,-22.97%,Fiji,21277
WS,"March 6, 2020",4,-32.44%,-36.66%,Samoa,3039
VU,"March 6, 2020",3,17.62%,20.39%,Vanuatu,7156
TV,"March 6, 2020",12,-25.00%,0.00%,Tuvalu,192
TO,"March 6, 2020",6,-9.75%,-34.47%,Tonga,2203
SB,"March 6, 2020",7,-7.61%,-22.61%,Solomon Islands,1992
PW,"March 6, 2020",5,-5.26%,10.73%,Palau,2848
PG,"March 6, 2020",1,7.61%,39.56%,Papua New Guinea,35507
NR,"March 6, 2020",11,-39.13%,-56.44%,Nauru,392
MH,"March 6, 2020",9,-15.71%,-52.38%,Marshall Islands (the),762
KI,"March 6, 2020",10,22.87%,-52.57%,Kiribati,462
FM,"March 6, 2020",8,-12.30%,-73.31%,Micronesia (Federated States of),870
FJ,"March 6, 2020",2,-0.59%,-20.64%,Fiji,21694
WS,"March 7, 2020",4,-29.10%,-32.21%,Samoa,3067
VU,"March 7, 2020",3,12.52%,18.11%,Vanuatu,6938
TV,"March 7, 2020",12,0.00%,0.00%,Tuvalu,192
TO,"March 7, 2020",6,-2.79%,-20.15%,Tonga,2373
SB,"March 7, 2020",7,-0.63%,-20.66%,Solomon Islands,2047
PW,"March 7, 2020",5,-10.51%,12.46%,Palau,2690
PG,"March 7, 2020",1,9.07%,37.20%,Papua New Guinea,35342
NR,"March 7, 2020",11,-65.80%,-74.57%,Nauru,264
MH,"March 7, 2020",9,-25.78%,-52.30%,Marshall Islands (the),766
KI,"March 7, 2020",10,25.27%,-52.45%,Kiribati,466
FM,"March 7, 2020",8,-23.96%,-78.85%,Micronesia (Federated States of),768
