DATAFLOW,FREQ: Frequency,TIME_PERIOD: Time,GEO_PICT: Pacific Island Countries and territories,INDICATOR: Indicator,CURRENCY: Currency,OBS_VALUE,UNIT_MEASURE: Unit of measure,UNIT_MULT: Unit multiplier,OBS_STATUS: Observation Status,DATA_SOURCE: Data source,OBS_COMMENT: Comment
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2020,FJ: Fiji,EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,988,USD_POP: USD per person,,,National authorities,Converted 0.4611 FJD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2005,NU: Niue,EARN: Gross tourism earnings,DOM: Domestic currency,,NZD: New Zealand Dollar,3: thousands,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2006,NU: Niue,EARN: Gross tourism earnings,DOM: Domestic currency,1448.6,NZD: New Zealand Dollar,3: thousands,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2007,NU: Niue,EARN: Gross tourism earnings,DOM: Domestic currency,2210,NZD: New Zealand Dollar,3: thousands,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2008,NU: Niue,EARN: Gross tourism earnings,DOM: Domestic currency,2819.9,NZD: New Zealand Dollar,3: thousands,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2009,NU: Niue,EARN: Gross tourism earnings,DOM: Domestic currency,2714.5,NZD: New Zealand Dollar,3: thousands,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2010,NU: Niue,EARN: Gross tourism earnings,DOM: Domestic currency,2937.8,NZD: New Zealand Dollar,3: thousands,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2011,NU: Niue,EARN: Gross tourism earnings,DOM: Domestic currency,3533.3,NZD: New Zealand Dollar,3: thousands,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2012,NU: Niue,EARN: Gross tourism earnings,DOM: Domestic currency,3375.1,NZD: New Zealand Dollar,3: thousands,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2013,NU: Niue,EARN: Gross tourism earnings,DOM: Domestic currency,5383.7,NZD: New Zealand Dollar,3: thousands,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2014,NU: Niue,EARN: Gross tourism earnings,DOM: Domestic currency,5748,NZD: New Zealand Dollar,3: thousands,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2015,NU: Niue,EARN: Gross tourism earnings,DOM: Domestic currency,6545.1,NZD: New Zealand Dollar,3: thousands,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2016,NU: Niue,EARN: Gross tourism earnings,DOM: Domestic currency,7240.7,NZD: New Zealand Dollar,3: thousands,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2017,NU: Niue,EARN: Gross tourism earnings,DOM: Domestic currency,8058.1,NZD: New Zealand Dollar,3: thousands,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2018,NU: Niue,EARN: Gross tourism earnings,DOM: Domestic currency,8836.9,NZD: New Zealand Dollar,3: thousands,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2019,NU: Niue,EARN: Gross tourism earnings,DOM: Domestic currency,9983.8,NZD: New Zealand Dollar,3: thousands,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2020,NU: Niue,EARN: Gross tourism earnings,DOM: Domestic currency,,NZD: New Zealand Dollar,3: thousands,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2005,FJ: Fiji,EARN: Gross tourism earnings,USD: US Dollar,480727,USD: USD,3: thousands,,National authorities,Converted 0.5913 FJD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2006,FJ: Fiji,EARN: Gross tourism earnings,USD: US Dollar,475365,USD: USD,3: thousands,,National authorities,Converted 0.5776 FJD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2007,FJ: Fiji,EARN: Gross tourism earnings,USD: US Dollar,486864,USD: USD,3: thousands,,National authorities,Converted 0.621 FJD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2008,FJ: Fiji,EARN: Gross tourism earnings,USD: US Dollar,557042,USD: USD,3: thousands,,National authorities,Converted 0.6273 FJD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2009,FJ: Fiji,EARN: Gross tourism earnings,USD: US Dollar,498086,USD: USD,3: thousands,,National authorities,Converted 0.5107 FJD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2010,FJ: Fiji,EARN: Gross tourism earnings,USD: US Dollar,622521,USD: USD,3: thousands,,National authorities,Converted 0.5212 FJD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2011,FJ: Fiji,EARN: Gross tourism earnings,USD: US Dollar,718382,USD: USD,3: thousands,,National authorities,Converted 0.5584 FJD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2012,FJ: Fiji,EARN: Gross tourism earnings,USD: US Dollar,726310,USD: USD,3: thousands,,National authorities,Converted 0.5587 FJD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2013,FJ: Fiji,EARN: Gross tourism earnings,USD: US Dollar,715783,USD: USD,3: thousands,,National authorities,Converted 0.543 FJD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2014,FJ: Fiji,EARN: Gross tourism earnings,USD: US Dollar,801164,USD: USD,3: thousands,,National authorities,Converted 0.5298 FJD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2015,FJ: Fiji,EARN: Gross tourism earnings,USD: US Dollar,802477,USD: USD,3: thousands,,National authorities,Converted 0.4767 FJD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2016,FJ: Fiji,EARN: Gross tourism earnings,USD: US Dollar,870491,USD: USD,3: thousands,,National authorities,Converted 0.4774 FJD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2017,FJ: Fiji,EARN: Gross tourism earnings,USD: US Dollar,930976,USD: USD,3: thousands,,National authorities,Converted 0.4838 FJD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2018,FJ: Fiji,EARN: Gross tourism earnings,USD: US Dollar,963135,USD: USD,3: thousands,,National authorities,Converted 0.4791 FJD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2019,FJ: Fiji,EARN: Gross tourism earnings,USD: US Dollar,956074,USD: USD,3: thousands,,National authorities,Converted 0.4629 FJD/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2020,FJ: Fiji,EARN: Gross tourism earnings,USD: US Dollar,145200,USD: USD,3: thousands,,National authorities,Converted 0.4611 FJD/USD
